answer_type,answer_key,answer_label,family_id,points
Q3,q3_con_arch,არქ.დ.,architecture,200
Q3,q3_con_arch,არქ.დ.,civil_eng,80
Q3,q3_con_civil,შ.კ.,civil_eng,200
Q3,q3_con_civil,შ.კ.,architecture,70
Q3,q3_con_civil,შ.კ.,env_eng,45
Q3,q3_con_env,გ.ინჟ.,env_eng,200
Q3,q3_con_env,გ.ინჟ.,civil_eng,70
Q3,q3_con_env,გ.ინჟ.,natural_sci,45
Q3,q3_con_mgmt,სამ.მ.,civil_eng,160
Q3,q3_con_mgmt,სამ.მ.,business_mgmt,80
Q3,q3_con_road,გ.ინფ.,civil_eng,200
Q3,q3_con_road,გ.ინფ.,env_eng,70
Q3,q3_con_urb,ურბ.პ.,civil_eng,170
Q3,q3_con_urb,ურბ.პ.,architecture,90
Q3,q3_crt_adv,ადვ.,law,200
Q3,q3_crt_adv,ადვ.,intl_rel,50
Q3,q3_crt_crim,კრ.სამ.,law,200
Q3,q3_crt_crim,კრ.სამ.,social_work,50
Q3,q3_crt_crin,კრიმ.,law,200
Q3,q3_crt_crin,კრიმ.,social_work,50
Q3,q3_crt_hr,ად.უფლ.,law,200
Q3,q3_crt_hr,ად.უფლ.,social_work,70
Q3,q3_crt_hr,ად.უფლ.,intl_rel,45
Q3,q3_crt_lit,სასამ.პრ.,law,200
Q3,q3_crt_lit,სასამ.პრ.,business_mgmt,50
Q3,q3_crt_med,მედ./მოლ.,law,200
Q3,q3_crt_med,მედ./მოლ.,intl_rel,50
Q3,q3_crt_med,მედ./მოლ.,business_mgmt,45
Q3,q3_cs_apps,პროგრამების/აპლ. შექმნა,software,200
Q3,q3_cs_apps,პროგრამების/აპლ. შექმნა,data_ai,70
Q3,q3_cs_apps,პროგრამების/აპლ. შექმნა,cybersec,50
Q3,q3_cs_apps,პროგრამების/აპლ. შექმნა,info_sys,40
Q3,q3_cs_biz,ბიზ. + ტექნ.,info_sys,200
Q3,q3_cs_biz,ბიზ. + ტექნ.,business_mgmt,70
Q3,q3_cs_biz,ბიზ. + ტექნ.,finance,50
Q3,q3_cs_data,მონაცემები / AI,data_ai,200
Q3,q3_cs_data,მონაცემები / AI,software,80
Q3,q3_cs_data,მონაცემები / AI,info_sys,50
Q3,q3_cs_robots,რობოტები/სისტ.,robotics,200
Q3,q3_cs_robots,რობოტები/სისტ.,software,65
Q3,q3_cs_robots,რობოტები/სისტ.,elec_eng,60
Q3,q3_cs_sec,კიბერუსაფრთხ.,cybersec,200
Q3,q3_cs_sec,კიბერუსაფრთხ.,software,70
Q3,q3_cs_sec,კიბერუსაფრთხ.,info_sys,45
Q3,q3_cs_web,ვებ / UI/UX,software,160
Q3,q3_cs_web,ვებ / UI/UX,design_arts,120
Q3,q3_cs_web,ვებ / UI/UX,info_sys,60
Q3,q3_data_ai,AI/პროგნ.,data_ai,200
Q3,q3_data_ai,AI/პროგნ.,software,80
Q3,q3_data_ai,AI/პროგნ.,robotics,45
Q3,q3_data_algo,ალგ./მოდ.,software,180
Q3,q3_data_algo,ალგ./მოდ.,data_ai,120
Q3,q3_data_algo,ალგ./მოდ.,robotics,45
Q3,q3_data_biz,ბიზ.მონ.ანალ.,info_sys,200
Q3,q3_data_biz,ბიზ.მონ.ანალ.,business_mgmt,80
Q3,q3_data_biz,ბიზ.მონ.ანალ.,finance,45
Q3,q3_data_fin,ფინ.მოდ.,finance,200
Q3,q3_data_fin,ფინ.მოდ.,data_ai,80
Q3,q3_data_fin,ფინ.მოდ.,business_mgmt,45
Q3,q3_data_res,კვლ./აკად.ანალ.,natural_sci,160
Q3,q3_data_res,კვლ./აკად.ანალ.,data_ai,80
Q3,q3_data_res,კვლ./აკად.ანალ.,humanities,45
Q3,q3_data_stat,სტატ.ანალ.,data_ai,200
Q3,q3_data_stat,სტატ.ანალ.,finance,70
Q3,q3_data_stat,სტატ.ანალ.,natural_sci,45
Q3,q3_dig_game,თ.ინტ.,software,170
Q3,q3_dig_game,თ.ინტ.,design_arts,100
Q3,q3_dig_int,Creat.Cod.,design_arts,180
Q3,q3_dig_int,Creat.Cod.,software,80
Q3,q3_dig_mob,მობ.დიზ.,software,160
Q3,q3_dig_mob,მობ.დიზ.,design_arts,100
Q3,q3_dig_prod,პრ.დიზ.,design_arts,200
Q3,q3_dig_prod,პრ.დიზ.,software,70
Q3,q3_dig_ux,UI/UX დიზ.,design_arts,200
Q3,q3_dig_ux,UI/UX დიზ.,software,70
Q3,q3_dig_web,ვებ დიზ.,design_arts,160
Q3,q3_dig_web,ვებ დიზ.,software,100
Q3,q3_eco_anl,ეკ.ანალ.,finance,180
Q3,q3_eco_anl,ეკ.ანალ.,data_ai,80
Q3,q3_eco_anl,ეკ.ანალ.,business_mgmt,45
Q3,q3_eco_ent,საკ.ბიზ.შეს.,business_mgmt,200
Q3,q3_eco_ent,საკ.ბიზ.შეს.,marketing,70
Q3,q3_eco_ent,საკ.ბიზ.შეს.,finance,45
Q3,q3_eco_fin,ფინ./ინვ.,finance,200
Q3,q3_eco_fin,ფინ./ინვ.,business_mgmt,80
Q3,q3_eco_fin,ფინ./ინვ.,data_ai,50
Q3,q3_eco_intl,საერთ.ბიზ.,intl_rel,200
Q3,q3_eco_intl,საერთ.ბიზ.,business_mgmt,70
Q3,q3_eco_intl,საერთ.ბიზ.,finance,45
Q3,q3_eco_mgmt,კომ.მართვა,business_mgmt,200
Q3,q3_eco_mgmt,კომ.მართვა,finance,70
Q3,q3_eco_mgmt,კომ.მართვა,marketing,50
Q3,q3_eco_mkt,მარკ./ბრენდ.,marketing,200
Q3,q3_eco_mkt,მარკ./ბრენდ.,business_mgmt,70
Q3,q3_eco_mkt,მარკ./ბრენდ.,journalism,50
Q3,q3_edu_appl,გამ.ლინგვ.,languages,170
Q3,q3_edu_appl,გამ.ლინგვ.,education,80
Q3,q3_edu_appl,გამ.ლინგვ.,journalism,45
Q3,q3_edu_child,ბავ.სწ.,education,200
Q3,q3_edu_child,ბავ.სწ.,psychology,70
Q3,q3_edu_child,ბავ.სწ.,social_work,45
Q3,q3_edu_edpsy,სასწ.ფსიქ.,psychology,200
Q3,q3_edu_edpsy,სასწ.ფსიქ.,education,80
Q3,q3_edu_edpsy,სასწ.ფსიქ.,social_work,45
Q3,q3_edu_lang,ენ.სწ.,languages,200
Q3,q3_edu_lang,ენ.სწ.,education,80
Q3,q3_edu_lang,ენ.სწ.,humanities,45
Q3,q3_edu_ling,ლინგვ.,languages,200
Q3,q3_edu_ling,ლინგვ.,humanities,80
Q3,q3_edu_ling,ლინგვ.,education,45
Q3,q3_edu_tech,სასწ.ტექ.,education,200
Q3,q3_edu_tech,სასწ.ტექ.,info_sys,70
Q3,q3_eng_civil,შენობ./ხიდ./ქ-ბი,civil_eng,200
Q3,q3_eng_civil,შენობ./ხიდ./ქ-ბი,architecture,70
Q3,q3_eng_civil,შენობ./ხიდ./ქ-ბი,env_eng,45
Q3,q3_eng_elec,ენერგ./ელ.სისტ.,elec_eng,200
Q3,q3_eng_elec,ენერგ./ელ.სისტ.,robotics,70
Q3,q3_eng_elec,ენერგ./ელ.სისტ.,mech_eng,45
Q3,q3_eng_env,გარემო/მდგ.ინფ.,env_eng,195
Q3,q3_eng_env,გარემო/მდგ.ინფ.,civil_eng,70
Q3,q3_eng_env,გარემო/მდგ.ინფ.,natural_sci,45
Q3,q3_eng_ind,ინდ. პროც./წარმ.,env_eng,200
Q3,q3_eng_ind,ინდ. პროც./წარმ.,mech_eng,70
Q3,q3_eng_ind,ინდ. პროც./წარმ.,civil_eng,45
Q3,q3_eng_mech,მექანიზმ./მანქ.,mech_eng,200
Q3,q3_eng_mech,მექანიზმ./მანქ.,robotics,70
Q3,q3_eng_mech,მექანიზმ./მანქ.,elec_eng,45
Q3,q3_eng_mecha,ჭკვ.ტექ.სისტ.,robotics,200
Q3,q3_eng_mecha,ჭკვ.ტექ.სისტ.,mech_eng,80
Q3,q3_eng_mecha,ჭკვ.ტექ.სისტ.,elec_eng,60
Q3,q3_fac_auto,ავტ.,robotics,200
Q3,q3_fac_auto,ავტ.,mech_eng,80
Q3,q3_fac_auto,ავტ.,elec_eng,60
Q3,q3_fac_elec,ელ.სისტ.,elec_eng,200
Q3,q3_fac_elec,ელ.სისტ.,mech_eng,70
Q3,q3_fac_elec,ელ.სისტ.,robotics,45
Q3,q3_fac_ind,საწ.პრ.,env_eng,200
Q3,q3_fac_ind,საწ.პრ.,mech_eng,70
Q3,q3_fac_mech,მ.მ.,mech_eng,200
Q3,q3_fac_mech,მ.მ.,elec_eng,70
Q3,q3_fac_mech,მ.მ.,robotics,45
Q3,q3_fac_rob,რ.,robotics,200
Q3,q3_fac_rob,რ.,software,60
Q3,q3_fac_rob,რ.,mech_eng,45
Q3,q3_fac_serv,ტ.სერვ.,mech_eng,170
Q3,q3_fac_serv,ტ.სერვ.,elec_eng,90
Q3,q3_fac_serv,ტ.სერვ.,env_eng,45
Q3,q3_film_cin,ოპ.,performing_arts,200
Q3,q3_film_cin,ოპ.,design_arts,50
Q3,q3_film_cont,კ.კ.,journalism,160
Q3,q3_film_cont,კ.კ.,performing_arts,100
Q3,q3_film_cont,კ.კ.,marketing,45
Q3,q3_film_dir,რეჟ.,performing_arts,200
Q3,q3_film_dir,რეჟ.,journalism,50
Q3,q3_film_doc,დოკ.მ.,journalism,160
Q3,q3_film_doc,დოკ.მ.,performing_arts,120
Q3,q3_film_doc,დოკ.მ.,humanities,45
Q3,q3_film_edit,ვ.მ.,performing_arts,200
Q3,q3_film_photo,ფოტ.,performing_arts,160
Q3,q3_film_photo,ფოტ.,design_arts,120
Q3,q3_fsh_acc,აქ.,design_arts,200
Q3,q3_fsh_biz,მოდ.ბ.,business_mgmt,160
Q3,q3_fsh_biz,მოდ.ბ.,marketing,90
Q3,q3_fsh_biz,მოდ.ბ.,design_arts,60
Q3,q3_fsh_des,ტ.დ.,design_arts,200
Q3,q3_fsh_med,მ.მ.,journalism,160
Q3,q3_fsh_med,მ.მ.,marketing,90
Q3,q3_fsh_med,მ.მ.,design_arts,60
Q3,q3_fsh_styl,სტ.,design_arts,200
Q3,q3_fsh_styl,სტ.,marketing,50
Q3,q3_fsh_text,ტექ.დ.,design_arts,200
Q3,q3_gfx_adv,სარ.ვ.,design_arts,170
Q3,q3_gfx_adv,სარ.ვ.,marketing,80
Q3,q3_gfx_brand,ბრენდ.,design_arts,200
Q3,q3_gfx_brand,ბრენდ.,marketing,70
Q3,q3_gfx_dart,ც.არტ.,design_arts,200
Q3,q3_gfx_dart,ც.არტ.,performing_arts,50
Q3,q3_gfx_illus,ილ.,design_arts,200
Q3,q3_gfx_mot,მოშ.დ.,design_arts,200
Q3,q3_gfx_mot,მოშ.დ.,performing_arts,70
Q3,q3_gfx_pack,შ.დ.,design_arts,200
Q3,q3_h_dent,კბილ./პირის ღრუ,dentistry,200
Q3,q3_h_dent,კბილ./პირის ღრუ,medicine,40
Q3,q3_h_lab,ლაბ./კვლ.,biomedical,200
Q3,q3_h_lab,ლაბ./კვლ.,natural_sci,80
Q3,q3_h_lab,ლაბ./კვლ.,pharmacy,50
Q3,q3_h_med,დიაგნ./მკურნ.,medicine,200
Q3,q3_h_med,დიაგნ./მკურნ.,biomedical,50
Q3,q3_h_med,დიაგნ./მკურნ.,public_health,45
Q3,q3_h_nutr,კვება/საჯ.ჯანდ.,public_health,200
Q3,q3_h_nutr,კვება/საჯ.ჯანდ.,medicine,50
Q3,q3_h_nutr,კვება/საჯ.ჯანდ.,natural_sci,45
Q3,q3_h_pharm,მედიკ./ფარმ.,pharmacy,200
Q3,q3_h_pharm,მედიკ./ფარმ.,biomedical,70
Q3,q3_h_pharm,მედიკ./ფარმ.,natural_sci,45
Q3,q3_h_physio,რეაბ./ფიზ.დახმ.,physiotherapy,200
Q3,q3_h_physio,რეაბ./ფიზ.დახმ.,sports,60
Q3,q3_h_physio,რეაბ./ფიზ.დახმ.,medicine,40
Q3,q3_his_anthr,ცივ.ანალ.,humanities,200
Q3,q3_his_anthr,ცივ.ანალ.,social_work,60
Q3,q3_his_anthr,ცივ.ანალ.,languages,45
Q3,q3_his_arch,არქეოლ.,humanities,200
Q3,q3_his_arch,არქეოლ.,natural_sci,45
Q3,q3_his_cult,კულტ.მემ.,humanities,200
Q3,q3_his_cult,კულტ.მემ.,languages,60
Q3,q3_his_cult,კულტ.მემ.,tourism,45
Q3,q3_his_hist,ისტ.კვლ.,humanities,200
Q3,q3_his_hist,ისტ.კვლ.,languages,45
Q3,q3_his_mus,მუზ./არქ.,humanities,200
Q3,q3_his_mus,მუზ./არქ.,education,45
Q3,q3_his_relig,რელ./კულტ.,humanities,200
Q3,q3_his_relig,რელ./კულტ.,languages,45
Q3,q3_law_adv,ადვ./სასამ.,law,200
Q3,q3_law_adv,ადვ./სასამ.,intl_rel,50
Q3,q3_law_const,სახ.სამ.,law,200
Q3,q3_law_const,სახ.სამ.,intl_rel,50
Q3,q3_law_corp,ბიზ.სამ.,law,200
Q3,q3_law_corp,ბიზ.სამ.,business_mgmt,70
Q3,q3_law_corp,ბიზ.სამ.,finance,45
Q3,q3_law_crim,კრიმ.,law,200
Q3,q3_law_crim,კრიმ.,social_work,50
Q3,q3_law_hr,ადამ.უფლ.,law,200
Q3,q3_law_hr,ადამ.უფლ.,social_work,70
Q3,q3_law_hr,ადამ.უფლ.,intl_rel,45
Q3,q3_law_intl,საერთ.სამ.,law,200
Q3,q3_law_intl,საერთ.სამ.,intl_rel,90
Q3,q3_mda_adv,რეკ.,marketing,200
Q3,q3_mda_adv,რეკ.,journalism,70
Q3,q3_mda_adv,რეკ.,design_arts,45
Q3,q3_mda_journ,ჟურნ.,journalism,200
Q3,q3_mda_journ,ჟურნ.,humanities,60
Q3,q3_mda_journ,ჟურნ.,languages,45
Q3,q3_mda_pr,PR/ბრ.კომ.,marketing,170
Q3,q3_mda_pr,PR/ბრ.კომ.,journalism,80
Q3,q3_mda_pr,PR/ბრ.კომ.,business_mgmt,45
Q3,q3_mda_soc,სოც.მედ.,journalism,170
Q3,q3_mda_soc,სოც.მედ.,marketing,80
Q3,q3_mda_strat,კონტ.სტ.,marketing,200
Q3,q3_mda_strat,კონტ.სტ.,business_mgmt,70
Q3,q3_mda_strat,კონტ.სტ.,journalism,45
Q3,q3_mda_tv,ტელ./პრ.,journalism,170
Q3,q3_mda_tv,ტელ./პრ.,performing_arts,80
Q3,q3_mda_tv,ტელ./პრ.,humanities,45
Q3,q3_med_emerg,გადაუდ.დახ.,medicine,200
Q3,q3_med_emerg,გადაუდ.დახ.,nursing,160
Q3,q3_med_gen,ექიმობა,medicine,200
Q3,q3_med_gen,ექიმობა,biomedical,50
Q3,q3_med_ped,ბავ.მკ.,medicine,200
Q3,q3_med_ped,ბავ.მკ.,psychology,50
Q3,q3_med_psych,ფს.ჯანმრთ.,psychology,200
Q3,q3_med_psych,ფს.ჯანმრთ.,medicine,80
Q3,q3_med_psych,ფს.ჯანმრთ.,social_work,45
Q3,q3_med_pub,საზ.ჯანმრთ.,public_health,200
Q3,q3_med_pub,საზ.ჯანმრთ.,medicine,70
Q3,q3_med_pub,საზ.ჯანმრთ.,natural_sci,45
Q3,q3_med_surg,ქირ.სფ.,medicine,200
Q3,q3_med_surg,ქირ.სფ.,biomedical,50
Q3,q3_mil_crim,კ.,law,200
Q3,q3_mil_crim,კ.,social_work,50
Q3,q3_mil_cyber,კ.უ.,cybersec,200
Q3,q3_mil_cyber,კ.უ.,software,80
Q3,q3_mil_cyber,კ.უ.,law,45
Q3,q3_mil_emerg,სიტ.,medicine,120
Q3,q3_mil_emerg,სიტ.,civil_eng,90
Q3,q3_mil_emerg,სიტ.,law,70
Q3,q3_mil_intel,დ.ა.,intl_rel,200
Q3,q3_mil_intel,დ.ა.,law,70
Q3,q3_mil_intel,დ.ა.,data_ai,45
Q3,q3_mil_mil,სამ.სამს.,law,160
Q3,q3_mil_mil,სამ.სამს.,intl_rel,90
Q3,q3_mil_sec,უ.მ.,law,160
Q3,q3_mil_sec,უ.მ.,intl_rel,90
Q3,q3_mil_sec,უ.მ.,business_mgmt,45
Q3,q3_mus_comp,კომ.,performing_arts,200
Q3,q3_mus_media,კ./გ.ა.,performing_arts,170
Q3,q3_mus_media,კ./გ.ა.,journalism,70
Q3,q3_mus_perf,შეს.,performing_arts,200
Q3,q3_mus_prod,მ.პ.,performing_arts,200
Q3,q3_mus_prod,მ.პ.,software,30
Q3,q3_mus_sound,ს.დ.,performing_arts,200
Q3,q3_mus_sound,ს.დ.,software,30
Q3,q3_mus_theo,თ.,performing_arts,200
Q3,q3_mus_theo,თ.,humanities,50
Q3,q3_nat_bio,ცოცხ.ორგ.,natural_sci,200
Q3,q3_nat_bio,ცოცხ.ორგ.,biomedical,80
Q3,q3_nat_bio,ცოცხ.ორგ.,agriculture,45
Q3,q3_nat_chem,ქიმ.პროც.,natural_sci,200
Q3,q3_nat_chem,ქიმ.პროც.,pharmacy,70
Q3,q3_nat_chem,ქიმ.პროც.,biomedical,50
Q3,q3_nat_chem,ქიმ.პროც.,env_eng,40
Q3,q3_nat_env,გარემო/ეკოს.,natural_sci,160
Q3,q3_nat_env,გარემო/ეკოს.,env_eng,80
Q3,q3_nat_env,გარემო/ეკოს.,agriculture,45
Q3,q3_nat_gen,გენეტ./მიკრობ.,biomedical,200
Q3,q3_nat_gen,გენეტ./მიკრობ.,natural_sci,80
Q3,q3_nat_gen,გენეტ./მიკრობ.,pharmacy,50
Q3,q3_nat_geo,დედამ./ბუნ.რეს.,natural_sci,200
Q3,q3_nat_geo,დედამ./ბუნ.რეს.,agriculture,60
Q3,q3_nat_geo,დედამ./ბუნ.რეს.,civil_eng,45
Q3,q3_nat_phys,ფიზ.კანონ.,natural_sci,200
Q3,q3_nat_phys,ფიზ.კანონ.,elec_eng,70
Q3,q3_nat_phys,ფიზ.კანონ.,data_ai,45
Q3,q3_phi_acad,აკად.კვლ.,humanities,200
Q3,q3_phi_acad,აკად.კვლ.,education,45
Q3,q3_phi_eth,ეთ.საკ.,humanities,200
Q3,q3_phi_eth,ეთ.საკ.,psychology,60
Q3,q3_phi_eth,ეთ.საკ.,social_work,45
Q3,q3_phi_log,ლოგ./ანალ.,humanities,160
Q3,q3_phi_log,ლოგ./ანალ.,data_ai,70
Q3,q3_phi_log,ლოგ./ანალ.,natural_sci,45
Q3,q3_phi_phi,ადამ.აზრ.,humanities,200
Q3,q3_phi_phi,ადამ.აზრ.,social_work,50
Q3,q3_phi_relig,რელ./კულტ.,humanities,200
Q3,q3_phi_relig,რელ./კულტ.,languages,45
Q3,q3_phi_soc,საზ.იდ.,humanities,160
Q3,q3_phi_soc,საზ.იდ.,social_work,80
Q3,q3_pna_agro,აგრ.,agriculture,200
Q3,q3_pna_agro,აგრ.,natural_sci,70
Q3,q3_pna_anim,ც.მ.,agriculture,200
Q3,q3_pna_anim,ც.მ.,natural_sci,70
Q3,q3_pna_ecol,ეკ.,natural_sci,170
Q3,q3_pna_ecol,ეკ.,agriculture,90
Q3,q3_pna_ecol,ეკ.,env_eng,45
Q3,q3_pna_env,გ.დ.,natural_sci,170
Q3,q3_pna_env,გ.დ.,agriculture,90
Q3,q3_pna_env,გ.დ.,env_eng,45
Q3,q3_pna_for,სატ.,agriculture,200
Q3,q3_pna_for,სატ.,natural_sci,70
Q3,q3_pna_vet,ვეტ.,agriculture,200
Q3,q3_pna_vet,ვეტ.,natural_sci,70
Q3,q3_pna_vet,ვეტ.,medicine,40
Q3,q3_psy_beh,ქც.კვლ.,psychology,200
Q3,q3_psy_beh,ქც.კვლ.,natural_sci,70
Q3,q3_psy_beh,ქც.კვლ.,social_work,45
Q3,q3_psy_child,ბ.ფსიქ.,psychology,200
Q3,q3_psy_child,ბ.ფსიქ.,education,70
Q3,q3_psy_child,ბ.ფსიქ.,social_work,45
Q3,q3_psy_clin,ფს.ჯ.პროგ.,psychology,200
Q3,q3_psy_clin,ფს.ჯ.პროგ.,medicine,70
Q3,q3_psy_clin,ფს.ჯ.პროგ.,social_work,45
Q3,q3_psy_org,ორგ.ფსიქ.,psychology,200
Q3,q3_psy_org,ორგ.ფსიქ.,business_mgmt,70
Q3,q3_psy_org,ორგ.ფსიქ.,social_work,45
Q3,q3_psy_soc,სოც.დახ.,social_work,200
Q3,q3_psy_soc,სოც.დახ.,psychology,80
Q3,q3_psy_soc,სოც.დახ.,education,45
Q3,q3_psy_ther,თერ./კონს.,psychology,200
Q3,q3_psy_ther,თერ./კონს.,social_work,70
Q3,q3_psy_ther,თერ./კონს.,medicine,45
Q3,q3_soc_dipl,დიპლ.,intl_rel,200
Q3,q3_soc_dipl,დიპლ.,languages,80
Q3,q3_soc_dipl,დიპლ.,law,45
Q3,q3_soc_intrel,საერთ.ურთ.,intl_rel,200
Q3,q3_soc_intrel,საერთ.ურთ.,law,70
Q3,q3_soc_intrel,საერთ.ურთ.,humanities,45
Q3,q3_soc_pol,პოლ.კვლ.,intl_rel,200
Q3,q3_soc_pol,პოლ.კვლ.,law,50
Q3,q3_soc_pol,პოლ.კვლ.,humanities,45
Q3,q3_soc_pub,საჯ.პოლ.,intl_rel,200
Q3,q3_soc_pub,საჯ.პოლ.,social_work,70
Q3,q3_soc_pub,საჯ.პოლ.,law,45
Q3,q3_soc_sec,უსაფ./გეოპ.,intl_rel,170
Q3,q3_soc_sec,უსაფ./გეოპ.,law,80
Q3,q3_soc_sociol,სოც.კვლ.,social_work,200
Q3,q3_soc_sociol,სოც.კვლ.,psychology,70
Q3,q3_soc_sociol,სოც.კვლ.,humanities,45
Q3,q3_spo_coach,მწვ.,sports,200
Q3,q3_spo_coach,მწვ.,education,70
Q3,q3_spo_fit,ფ.ი.,sports,200
Q3,q3_spo_fit,ფ.ი.,physiotherapy,70
Q3,q3_spo_med,სპ.მედ.,sports,160
Q3,q3_spo_med,სპ.მედ.,medicine,90
Q3,q3_spo_med,სპ.მედ.,physiotherapy,90
Q3,q3_spo_mgmt,სპ.მართ.,sports,160
Q3,q3_spo_mgmt,სპ.მართ.,business_mgmt,90
Q3,q3_spo_mgmt,სპ.მართ.,tourism,45
Q3,q3_spo_physio,ფ.თ.,physiotherapy,200
Q3,q3_spo_physio,ფ.თ.,sports,90
Q3,q3_spo_physio,ფ.თ.,medicine,45
Q3,q3_spo_sci,სპ.მეც.,sports,200
Q3,q3_spo_sci,სპ.მეც.,natural_sci,70
Q3,q3_spo_sci,სპ.მეც.,physiotherapy,45
Q3,q3_st_dipl,დიპლ.,intl_rel,200
Q3,q3_st_dipl,დიპლ.,languages,70
Q3,q3_st_dipl,დიპლ.,law,45
Q3,q3_st_gov,სახ.მ.,intl_rel,170
Q3,q3_st_gov,სახ.მ.,law,70
Q3,q3_st_gov,სახ.მ.,business_mgmt,45
Q3,q3_st_pol,პ.ანალ.,intl_rel,200
Q3,q3_st_pol,პ.ანალ.,law,50
Q3,q3_st_pol,პ.ანალ.,humanities,45
Q3,q3_st_pub,საჯ.მმ.,intl_rel,200
Q3,q3_st_pub,საჯ.მმ.,law,70
Q3,q3_st_pub,საჯ.მმ.,social_work,45
Q3,q3_st_reg,რეგ.კვ.,intl_rel,160
Q3,q3_st_reg,რეგ.კვ.,humanities,70
Q3,q3_st_reg,რეგ.კვ.,social_work,45
Q3,q3_st_sec,უს.,intl_rel,170
Q3,q3_st_sec,უს.,law,80
Q3,q3_thea_act,მსახ.,performing_arts,200
Q3,q3_thea_chor,ქ.,performing_arts,200
Q3,q3_thea_chor,ქ.,sports,45
Q3,q3_thea_dir,თ.რ.,performing_arts,200
Q3,q3_thea_dir,თ.რ.,humanities,50
Q3,q3_thea_perf,პ.ა.,performing_arts,200
Q3,q3_thea_prod,თ.პ.,performing_arts,170
Q3,q3_thea_prod,თ.პ.,business_mgmt,70
Q3,q3_thea_scen,სც.,performing_arts,170
Q3,q3_thea_scen,სც.,design_arts,90
Q3,q3_trv_cult,კ.ტ.,tourism,170
Q3,q3_trv_cult,კ.ტ.,humanities,90
Q3,q3_trv_env,გ.კვ.,natural_sci,160
Q3,q3_trv_env,გ.კვ.,agriculture,90
Q3,q3_trv_env,გ.კვ.,env_eng,60
Q3,q3_trv_geo,გეოლ.,natural_sci,200
Q3,q3_trv_geo,გეოლ.,agriculture,45
Q3,q3_trv_geog,გეოგ.,natural_sci,200
Q3,q3_trv_geog,გეოგ.,tourism,70
Q3,q3_trv_hosp,სასტ.,tourism,200
Q3,q3_trv_hosp,სასტ.,business_mgmt,70
Q3,q3_trv_tour,ტ.,tourism,200
Q3,q3_trv_tour,ტ.,business_mgmt,70
Q3,q3_trv_tour,ტ.,languages,45
Q3,q3_txt_cont,კონტ.შეს.,journalism,170
Q3,q3_txt_cont,კონტ.შეს.,marketing,80
Q3,q3_txt_cont,კონტ.შეს.,humanities,45
Q3,q3_txt_crw,სც./კრ.ტ.,humanities,170
Q3,q3_txt_crw,სც./კრ.ტ.,performing_arts,80
Q3,q3_txt_crw,სც./კრ.ტ.,journalism,45
Q3,q3_txt_edit,რედ./გამ.,humanities,200
Q3,q3_txt_edit,რედ./გამ.,journalism,70
Q3,q3_txt_edit,რედ./გამ.,languages,45
